mobile_number,activity,day,month,time(hour),time(minute),duration(seconds),length_of_text,type_of_load,amount_load,receiver,mb_use,location(city),location(district)
43966500365,1,30,12,10,34,2698,0,0,0,746,1250,3,12
19631489391,10,28,8,1,28,2185,234,0,0,427,1,11,8
20557192139,11,22,5,13,44,3414,0,0,0,747,1000,13,8
17431865390,1,11,7,11,18,1318,0,0,0,746,500,11,9
71351281984,1,23,12,19,45,1871,0,0,0,746,1250,11,14
57074074074,9,21,11,21,46,1438,0,0,0,738,2000,3,3
86107799348,5,11,9,7,51,0,0,0,0,739,300,11,12
79239411536,9,3,4,22,38,769,0,0,0,738,1500,7,14
53313964650,10,3,5,8,29,0,98,0,0,587,0,5,3
60422954556,3,9,2,12,25,3552,0,0,0,745,30,10,16
75792890599,1,31,10,4,10,808,0,0,0,746,500,4,9
99026903325,9,4,12,23,57,2272,0,0,0,738,500,11,14
78567426430,6,11,8,13,50,17,0,0,0,550,80,7,13
10992816024,11,5,7,4,24,2854,0,0,0,747,2000,2,1
92878370397,11,2,10,11,25,821,0,0,0,747,5000,1,9
32928916409,11,2,2,9,31,3538,0,0,0,747,3000,8,3
19197821554,11,7,3,18,37,930,0,0,0,747,4000,12,4
65290626689,7,18,10,15,8,2844,0,0,0,735,250,7,8
69214231896,7,12,9,0,56,1611,0,0,0,735,750,14,6
26030823297,6,15,7,22,31,2512,0,0,0,54,60,1,7
55143342226,5,16,2,16,5,3590,0,0,0,739,750,12,13
12774400765,1,5,4,21,24,3213,0,0,0,746,500,13,10
38264295021,3,25,3,2,51,1545,0,0,0,745,60,12,15
12457191390,11,30,6,3,26,0,0,0,0,747,4000,6,8
92233422841,4,25,7,19,7,340,0,3,10,740,0,15,5
39893967002,8,30,6,10,6,3256,0,0,0,742,450,15,5
25576178332,4,24,11,0,22,731,0,3,50,740,0,8,15
70310149997,10,22,6,9,53,819,50,0,0,158,0,16,15
86754420960,7,8,8,12,56,500,0,0,0,735,250,7,3
63196988288,11,14,8,11,25,2905,0,0,0,747,2000,10,16
85911780721,11,7,1,18,5,500,0,0,0,747,5000,9,7
32980423294,10,13,8,21,9,877,143,0,0,334,1,8,13
85556406213,7,4,7,22,53,1591,0,0,0,735,1000,8,8
93521609492,8,17,1,15,34,0,0,0,0,744,750,13,16
22890723265,11,18,1,13,21,1409,0,0,0,747,5000,10,1
63923633025,10,2,10,0,18,3076,201,0,0,121,1,4,15
19867042933,5,17,7,5,52,1890,0,0,0,743,300,15,1
79710378676,3,9,3,14,51,1115,0,0,0,745,90,16,8
13191160533,2,1,6,9,50,1882,0,0,0,734,100,8,6
30927065859,1,12,3,14,51,3207,0,0,0,746,500,16,12
28607879801,9,12,2,0,43,35,0,0,0,738,2000,4,4
96689666642,10,1,12,10,23,0,58,0,0,661,0,16,3
77393204664,7,12,1,16,39,1188,0,0,0,735,750,16,8
95167640707,9,1,8,6,28,3451,0,0,0,737,1500,8,10
49886782441,2,8,12,5,7,3477,0,0,0,734,250,3,2
80810314707,8,27,2,19,52,3262,0,0,0,741,300,13,8
60185564533,4,22,6,3,47,803,0,1,100,740,0,14,16
61955311855,4,20,9,17,5,3391,0,3,5,740,0,2,5
36345419258,5,1,2,7,25,1011,0,0,0,739,300,1,6
33714082029,5,13,6,0,26,3145,0,0,0,739,450,10,4
22172587754,6,8,2,16,50,471,0,0,0,659,100,4,5
45033406300,6,28,2,11,40,1195,0,0,0,672,60,2,6
58930701454,4,4,5,11,53,0,0,4,5,740,0,5,14
39581964434,9,28,1,15,40,1367,0,0,0,738,500,13,6
25099067017,7,12,1,4,30,3135,0,0,0,735,750,13,16
14441124990,4,2,11,2,31,1043,0,1,50,740,0,13,6
96071562356,8,3,6,6,34,1813,0,0,0,744,450,8,4
38826850497,5,12,9,18,21,0,0,0,0,743,750,10,3
20701661595,2,16,12,16,8,0,0,0,0,734,150,6,5
93317099729,6,14,2,8,27,1403,0,0,0,114,60,10,6
62561618756,5,5,11,17,12,0,0,0,0,739,750,15,12
96978791838,10,4,1,9,35,1783,73,0,0,202,0,7,1
44221404577,4,1,5,19,13,2804,0,2,5,740,0,12,7
34862102321,10,3,3,9,39,112,85,0,0,472,0,14,3
65762727419,5,1,10,6,14,811,0,0,0,743,150,16,4
67103119281,2,24,10,23,8,0,0,0,0,733,200,7,2
21269616699,2,13,8,6,10,612,0,0,0,734,100,7,4
35078386064,5,23,6,1,42,2855,0,0,0,739,150,16,3
28974180918,4,13,4,11,6,2436,0,4,20,740,0,13,12
63403362762,4,8,6,23,25,0,0,2,10,740,0,13,2
66159988041,7,1,12,19,50,3521,0,0,0,735,250,1,5
69288012408,6,20,1,13,0,174,0,0,0,5,20,3,4
53700352063,3,15,7,5,20,0,0,0,0,745,30,9,16
93842999113,4,28,9,22,25,1663,0,1,10,740,0,13,11
76357761221,1,5,5,13,40,554,0,0,0,746,250,14,3
61675349742,7,15,3,1,6,952,0,0,0,735,1000,1,4
53230230591,5,26,7,16,37,2418,0,0,0,739,600,5,16
76027871143,6,20,11,16,48,0,0,0,0,91,100,6,7
98316802635,11,8,11,15,18,3384,0,0,0,747,2000,3,9
71660633014,11,4,6,8,55,1271,0,0,0,747,3000,4,11
96234549717,11,2,6,7,36,230,0,0,0,747,3000,7,8
64514077552,11,14,3,12,10,1257,0,0,0,747,2000,14,6
32862671886,8,23,3,11,1,3162,0,0,0,741,750,1,16
46196822770,3,26,7,20,33,755,0,0,0,745,90,5,5
19117751173,7,7,7,10,43,2148,0,0,0,735,750,14,7
69395526677,4,8,5,12,20,1700,0,1,200,740,0,13,2
76624860359,7,24,1,11,59,2666,0,0,0,735,750,13,13
76238945505,2,11,8,19,22,0,0,0,0,733,250,8,7
68421519639,3,10,4,7,26,0,0,0,0,745,60,15,6
81671170900,2,25,7,16,57,2659,0,0,0,733,250,1,1
20367746776,2,12,4,18,55,3141,0,0,0,734,150,14,3
35364379155,5,10,11,6,36,776,0,0,0,743,600,10,10
58443986190,11,15,9,15,51,2057,0,0,0,747,4000,7,5
41725514108,7,12,3,22,18,2199,0,0,0,735,750,13,11
84335999000,5,25,11,5,53,850,0,0,0,743,600,4,9
50708965897,5,14,4,17,41,709,0,0,0,743,300,13,5
98120467518,2,6,8,12,20,3150,0,0,0,734,250,8,13
18222972976,4,23,2,21,5,107,0,3,150,740,0,6,8
54195674004,6,3,9,21,46,1111,0,0,0,670,60,10,15
49462681501,8,5,9,1,40,3395,0,0,0,741,600,9,2
66018982624,11,15,9,13,1,2953,0,0,0,747,3000,9,9
45497025224,8,22,12,21,0,2566,0,0,0,744,300,13,13
39013857910,8,22,6,3,41,1281,0,0,0,741,750,7,2
99048942618,6,24,6,10,2,0,0,0,0,619,100,11,9
94707235948,1,20,9,2,40,87,0,0,0,746,1250,15,6
66301463902,7,24,12,5,46,0,0,0,0,735,1250,7,1
38752645905,1,6,5,8,33,1347,0,0,0,746,1000,11,7
14592125044,1,19,8,6,33,762,0,0,0,746,500,9,7
62779781539,7,23,4,5,20,2117,0,0,0,735,500,8,3
74533762186,3,27,2,5,39,2333,0,0,0,736,120,16,16
80326847987,10,22,6,11,49,0,198,0,0,469,1,2,7
96368287002,1,29,4,16,49,2837,0,0,0,746,1000,5,9
42494988061,1,13,1,14,17,2675,0,0,0,746,250,3,2
61726427654,10,3,2,23,37,1362,201,0,0,649,1,12,4
40557442090,2,14,8,22,23,0,0,0,0,733,150,7,15
51407300541,10,25,6,20,53,1599,177,0,0,60,1,14,14
21925251951,11,20,5,2,44,1414,0,0,0,747,5000,15,8
43605822370,6,11,12,1,7,1457,0,0,0,50,60,1,2
21780258484,8,22,1,15,45,3517,0,0,0,742,450,8,4
15917425512,11,25,10,17,48,590,0,0,0,747,3000,6,8
22744351637,2,28,11,2,12,3090,0,0,0,734,100,8,10
46197524235,8,5,7,1,58,925,0,0,0,742,750,5,11
65188998684,5,24,11,12,47,1535,0,0,0,743,600,11,1
28838142865,6,15,1,19,18,2019,0,0,0,499,60,15,16
61722109561,2,19,12,1,50,3566,0,0,0,733,250,3,9
71231637094,1,14,7,1,8,0,0,0,0,746,1250,9,7
40418784668,11,19,6,15,42,2804,0,0,0,747,1000,9,14
89897409306,2,28,9,17,33,1309,0,0,0,733,250,8,15
10335122024,3,11,10,22,52,642,0,0,0,745,150,5,10
85603569217,3,5,9,20,33,3327,0,0,0,736,120,11,6
89919358341,3,2,9,15,54,0,0,0,0,736,30,7,14
37652413219,1,20,12,1,51,1525,0,0,0,746,1250,14,4
40089439995,3,17,1,7,16,53,0,0,0,736,90,1,12
49980871034,1,15,6,19,11,527,0,0,0,746,1000,13,14
68494410851,1,2,7,10,20,0,0,0,0,746,250,15,3
64675852714,1,14,11,4,15,2637,0,0,0,746,1250,6,4
34035632350,11,3,10,4,2,2629,0,0,0,747,3000,7,11
44192078931,5,5,9,9,44,1283,0,0,0,739,300,11,6
44670804001,9,11,2,0,24,0,0,0,0,737,1000,3,5
16216948104,3,2,11,22,11,0,0,0,0,745,30,10,12
28350609272,3,23,9,11,45,627,0,0,0,745,90,14,8
52648938412,7,10,4,6,21,3179,0,0,0,735,1250,10,6
63939980734,5,10,6,3,9,1091,0,0,0,739,150,16,2
39359504573,1,16,7,16,30,1520,0,0,0,746,250,9,5
47728887268,2,14,2,9,43,0,0,0,0,733,150,13,5
50080858853,6,20,3,22,49,229,0,0,0,193,20,13,11
95683428216,2,24,2,22,21,522,0,0,0,734,100,7,7
98970042857,1,7,4,8,21,1218,0,0,0,746,250,10,6
89816436343,7,20,6,3,28,3088,0,0,0,735,1250,15,7
59484059114,6,26,10,11,32,0,0,0,0,257,80,14,2
10329838035,6,21,1,0,1,1451,0,0,0,98,40,2,12
26104340633,6,1,9,7,0,3539,0,0,0,644,80,16,4
79196638154,5,31,3,8,57,3145,0,0,0,739,450,16,7
98267155374,1,17,12,16,8,217,0,0,0,746,1250,1,16
42748048305,10,23,2,23,39,862,131,0,0,67,1,4,16
78468881775,6,7,12,12,7,462,0,0,0,274,60,12,1
36861658424,10,22,8,23,23,286,57,0,0,416,0,5,8
58185437651,4,27,4,3,31,2254,0,3,20,740,0,1,3
87848461364,5,7,7,21,47,1076,0,0,0,739,150,7,14
79308158951,11,27,2,13,11,3034,0,0,0,747,4000,1,15
37483967719,9,9,12,8,49,3286,0,0,0,738,1500,16,1
70139190835,7,5,9,14,15,2916,0,0,0,735,250,11,5
31943292168,7,6,11,0,8,1119,0,0,0,735,1000,14,2
49922845799,11,21,11,8,20,0,0,0,0,747,3000,6,10
76997216823,1,19,3,14,12,0,0,0,0,746,500,5,8
57093750724,4,21,1,21,54,0,0,3,100,740,0,7,5
51719741673,5,19,6,14,4,2008,0,0,0,743,150,1,14
56195454907,9,12,3,16,26,2851,0,0,0,738,2000,4,6
45732189721,3,19,2,11,4,2773,0,0,0,736,120,6,14
71737682954,1,25,12,18,27,0,0,0,0,746,250,14,7
55805922747,7,22,5,21,18,0,0,0,0,735,1250,1,12
64619818114,4,4,11,1,24,1734,0,2,200,740,0,1,13
44012742955,2,11,12,6,15,2793,0,0,0,733,150,5,1
46865036356,5,21,2,1,30,2912,0,0,0,739,600,2,1
44086617591,7,17,2,18,14,1821,0,0,0,735,750,3,1
26855771033,10,4,8,16,9,2615,203,0,0,203,1,8,9
59729455995,5,14,9,2,28,2572,0,0,0,739,300,10,4
44121161799,10,5,3,14,48,2418,212,0,0,363,1,7,6
10117991417,8,13,5,17,39,2626,0,0,0,742,450,11,13
32609690636,5,20,6,16,34,953,0,0,0,739,300,8,15
90514740577,9,7,4,6,29,3224,0,0,0,738,1000,4,1
57156908408,7,27,11,23,23,2807,0,0,0,735,1000,10,10
66926275663,11,23,6,13,7,2699,0,0,0,747,3000,7,9
82330091788,1,16,1,22,36,0,0,0,0,746,250,1,14
84679610808,7,19,9,3,17,2699,0,0,0,735,500,3,14
34624491552,5,10,11,13,47,3236,0,0,0,739,150,10,3
87149385497,2,28,9,9,42,2234,0,0,0,734,100,14,16
18169957769,10,20,10,11,22,2847,78,0,0,259,0,2,4
17247090703,6,21,3,6,18,932,0,0,0,16,100,16,11
56293541193,4,20,5,21,4,3174,0,4,10,740,0,1,14
21268326473,10,16,11,6,57,1296,208,0,0,445,1,6,8
78101766566,8,25,9,12,49,1056,0,0,0,742,750,8,3
15191844404,8,11,3,4,10,0,0,0,0,741,150,7,8
26651460789,5,22,9,19,44,2506,0,0,0,743,600,4,8
69323410561,9,8,8,4,0,397,0,0,0,737,1000,2,13
79134413776,9,13,9,21,25,156,0,0,0,738,500,8,12
49483466080,3,10,2,3,23,1306,0,0,0,736,30,8,5
52906410419,11,24,10,15,30,2004,0,0,0,747,3000,1,14
79113848449,4,28,1,23,5,0,0,2,10,740,0,12,13
15909384851,5,4,11,4,31,2759,0,0,0,743,600,12,3
37116324198,11,1,6,2,39,3461,0,0,0,747,2000,7,9
38355629641,10,12,2,21,7,761,116,0,0,324,0,13,9
70278789320,9,25,7,18,2,2593,0,0,0,737,500,16,15
78574075477,5,20,2,23,19,0,0,0,0,739,750,1,1
87460112623,4,28,3,14,32,1536,0,4,200,740,0,12,16
54334704222,10,23,9,18,20,3378,236,0,0,136,1,13,2
19640634490,3,11,9,0,32,3416,0,0,0,745,60,13,11
98643192227,10,15,2,12,47,1076,176,0,0,664,1,16,15
33025810879,1,1,11,2,43,2012,0,0,0,746,250,15,2
83833003353,1,6,12,19,28,952,0,0,0,746,500,11,5
41910778009,5,1,1,12,14,465,0,0,0,739,300,3,10
93197350523,2,16,4,2,58,2608,0,0,0,733,200,8,16
13325415455,7,10,2,19,34,2998,0,0,0,735,500,16,13
89853944322,3,18,11,3,35,0,0,0,0,745,120,9,11
47586389300,5,7,8,18,41,2243,0,0,0,743,450,7,12
11931272112,11,18,2,6,41,1711,0,0,0,747,3000,15,3
82884998271,10,20,5,5,20,463,166,0,0,346,1,5,9
98016355972,6,6,1,5,9,3154,0,0,0,622,20,3,4
62370947078,1,8,8,3,50,2076,0,0,0,746,500,8,15
14180879744,1,11,10,22,1,813,0,0,0,746,1250,11,5
25781859371,2,12,1,16,28,3087,0,0,0,734,100,14,5
12706204164,3,15,10,11,8,3536,0,0,0,745,30,10,12
28139351544,2,2,8,13,50,351,0,0,0,734,200,12,7
84402171257,4,28,10,4,21,79,0,4,50,740,0,4,11
57128466236,9,5,12,21,48,0,0,0,0,737,1500,9,16
48621291720,5,4,7,2,42,1375,0,0,0,739,750,8,2
63793438635,4,29,3,22,43,3316,0,2,200,740,0,12,15
24720961136,1,2,10,19,11,1811,0,0,0,746,500,6,13
15999786582,9,19,7,13,56,739,0,0,0,737,1000,2,2
92512948130,5,18,3,3,26,173,0,0,0,739,450,6,10
81402993310,4,9,7,12,30,577,0,2,150,740,0,11,11
69085310494,10,2,3,17,16,0,142,0,0,623,1,1,16
81888914918,4,14,2,11,7,0,0,1,10,740,0,11,2
42622560005,2,22,8,17,45,2233,0,0,0,733,100,9,6
80710332941,10,2,12,4,55,0,76,0,0,155,0,5,2
58207340152,6,29,3,4,37,884,0,0,0,49,60,11,1
69674980913,5,12,5,9,39,1665,0,0,0,743,150,4,12
69648855239,7,27,10,10,29,3027,0,0,0,735,750,8,10
99962105749,11,24,5,6,31,167,0,0,0,747,2000,16,14
84503239893,4,10,2,1,9,0,0,4,200,740,0,1,10
40541096285,10,10,2,10,38,536,209,0,0,701,1,15,12
27604331639,10,28,2,10,25,2152,113,0,0,429,0,9,7
18509016615,11,14,7,0,42,0,0,0,0,747,3000,11,3
49163103645,11,9,3,13,17,827,0,0,0,747,2000,4,14
69215755486,4,26,3,7,8,2780,0,4,5,740,0,3,5
80696206458,3,1,6,12,31,0,0,0,0,745,120,2,11
63987790018,3,6,6,15,0,1251,0,0,0,736,60,11,2
28286490308,3,7,12,10,49,811,0,0,0,736,60,2,2
24120852701,4,14,12,23,49,2895,0,3,100,740,0,2,14
19761588051,5,15,11,12,33,1057,0,0,0,743,600,11,12
31053480849,3,5,12,20,14,3110,0,0,0,745,90,11,15
81494605764,4,14,5,5,14,1777,0,1,10,740,0,15,7
72209562610,4,30,12,1,58,2909,0,4,150,740,0,8,10
91177966485,4,20,2,12,18,272,0,2,10,740,0,10,11
84971271198,10,4,4,0,24,381,114,0,0,677,0,9,5
56644966703,5,22,1,22,55,0,0,0,0,743,750,12,11
40972216682,8,22,10,18,40,3321,0,0,0,741,750,15,6
52061388038,8,29,4,16,23,1391,0,0,0,744,750,5,9
16555041133,6,6,12,7,44,1034,0,0,0,100,40,3,12
28489365893,1,17,4,2,12,1002,0,0,0,746,1000,9,16
24157449649,11,18,2,13,41,2136,0,0,0,747,4000,3,9
13414004502,6,8,10,4,37,3398,0,0,0,279,60,13,8
50760852534,4,2,8,20,53,1298,0,4,5,740,0,14,15
62349740292,9,19,12,18,32,0,0,0,0,738,2500,8,15
54739108609,2,23,2,8,50,1109,0,0,0,733,100,3,7
15298007936,10,13,11,7,11,1330,192,0,0,26,1,1,16
66252382503,1,5,10,22,13,3539,0,0,0,746,500,5,6
31807275240,8,24,5,3,50,917,0,0,0,742,150,10,11
92253555647,4,29,4,5,46,0,0,4,5,740,0,6,4
53588552735,5,28,4,19,6,941,0,0,0,739,750,3,6
78057894994,8,15,6,14,0,1120,0,0,0,741,150,4,3
53905562863,10,23,4,21,35,826,58,0,0,534,0,13,3
33135289985,4,11,1,15,50,856,0,3,200,740,0,10,6
93961710662,9,20,12,15,50,0,0,0,0,738,2500,2,10
90002230309,3,7,10,3,41,1518,0,0,0,736,30,10,10
68266661553,6,24,2,16,19,1339,0,0,0,225,40,2,7
96615146809,2,21,12,1,49,2816,0,0,0,734,200,15,13
31023284043,8,9,1,8,41,1047,0,0,0,744,300,13,6
26752612745,5,2,1,12,32,2867,0,0,0,739,150,15,9
14003901880,7,21,10,19,42,3384,0,0,0,735,750,2,13
