activity_id,mobile_number,activity,date,date(time),duration(min),length_of_text,type_of_load,amount_load,receiver,mb_use,location(city),location(district)
534456,90469519677,call,4/3/2020,17:59,0:48:30,,,,49100989359,60,Caloocan,12
553125,84297592146,bank,11/30/2020,4:03,0:10:34,,,,bpi,250,Marikina,13
653754,47530055499,online_consultation,3/24/2020,17:20,0:30:19,,,,school_consultation,750,San Juan,3
280865,99960542240,online_support,9/9/2020,2:07,0:48:47,,,,technical_support,60,Valenzuela,3
327835,87275251711,facebook,3/2/2020,0:27,,,,,facebook.com,750,Makati,11
291359,45073043833,call,10/29/2020,12:25,0:20:41,,,,70587190333,40,Quezon City,11
792490,60300975672,text,7/4/2020,18:47,0:33:24,60,,,54306252572,0.48,Muntinlupa,6
316749,27927495626,online_support,1/4/2020,2:38,0:46:22,,,,technical_support,150,Paranaque,13
782623,48544690311,online_support,2/20/2020,8:02,0:04:38,,,,finance_support,30,Malabon,3
813251,78784228268,text,6/23/2020,9:53,0:08:55,121,,,68266661553,0.98,Pasay,6
704265,52551424180,load,9/3/2020,16:58,,,GoSakto70,100,loading,,Valenzuela,1
861130,94784653977,online_shopping,7/5/2020,17:45,0:40:28,,,,lazada,300,Pasay,5
896265,36803287780,online_game,4/6/2020,15:20,0:14:16,,,,game a,2000,Marikina,13
989128,17262902277,online_game,8/3/2020,10:08,0:43:53,,,,game b,1500,Quezon City,6
594881,44290309230,text,8/5/2020,17:05,0:33:50,86,,,26651460789,0.7,Malabon,12
555814,14631291410,call,10/24/2020,22:37,,,,,52310195499,20,San Juan,14
823982,13990395660,facebook,11/29/2020,21:19,0:00:22,,,,facebook.com,250,Pasig,8
610882,94533824798,load,1/3/2020,2:11,0:22:22,,GoSakto50,200,loading,,Malabon,12
575526,97808874067,text,12/25/2020,14:29,0:43:25,54,,,59484059114,0.44,Pasay,9
123563,45214676283,online_shopping,12/11/2020,5:54,0:30:38,,,,shopee,450,Navotas,16
873940,23977669118,youtube,10/31/2020,12:41,,,,,youtube.com,2000,Manila,9
787547,75563285337,online_shopping,9/9/2020,13:16,,,,,shopee,750,Pasig,15
341151,11405999818,twitter,1/26/2020,6:57,,,,,twitter.com,250,Manila,3
784032,74290133387,online_shopping,6/7/2020,22:24,0:14:48,,,,lazada,600,Quezon City,5
857688,36550572339,bank,6/14/2020,5:20,0:28:40,,,,bpi,150,Malabon,5
775251,91574045244,online_consultation,8/7/2020,2:36,0:31:18,,,,technical_consultation,600,Malabon,9
422491,55592645523,facebook,10/9/2020,20:08,,,,,facebook.com,500,San Juan,14
518219,88083402470,call,3/2/2020,18:33,0:08:25,,,,54609275581,100,San Juan,16
653337,29561549466,text,12/3/2020,20:02,0:54:11,178,,,63925079181,1.41,Valenzuela,7
828480,99617679301,bank,2/24/2020,13:04,,,,,bdo,50,Paranaque,8
945834,73005547373,online_game,4/22/2020,4:58,0:00:53,,,,game a,1500,Pasig,11
104028,45875570409,facebook,6/30/2020,2:17,0:05:35,,,,facebook.com,1000,Malabon,6
733041,83947222156,twitter,1/28/2020,21:19,0:20:53,,,,twitter.com,500,Mandaluyong,10
500055,70249295612,bank,6/10/2020,19:18,0:09:13,,,,bpi,50,Navotas,14
847315,36224743643,load,10/16/2020,5:45,,,GoSakto90,200,loading,,Taguig,15
272787,90683702466,youtube,9/28/2020,4:27,0:07:23,,,,youtube.com,2000,Pasay,15
942781,78681597051,call,1/23/2020,7:54,,,,,63348409164,20,Pasay,12
180396,84309543313,text,9/18/2020,12:26,0:21:56,204,,,61782839219,1.62,Las Pinas,9
741960,10839411474,online_shopping,11/10/2020,17:58,,,,,lazada,750,Mandaluyong,7
961362,55820779474,load,2/5/2020,17:21,0:31:12,,GoSakto50,100,loading,,Pasig,3
770190,94587093547,call,4/20/2020,18:33,,,,,29706749546,60,Marikina,7
239360,54504481133,twitter,3/5/2020,13:29,0:01:57,,,,twitter.com,750,Malabon,6
812653,25270393991,facebook,11/22/2020,11:00,0:53:54,,,,facebook.com,750,Taguig,2
508261,25496073071,twitter,9/22/2020,18:17,0:41:19,,,,twitter.com,750,Muntinlupa,8
814557,95380690730,online_consultation,2/18/2020,10:41,,,,,school_consultation,300,Taguig,4
402002,43508496715,online_consultation,7/8/2020,11:28,,,,,medical_consultation,600,Mandaluyong,6
801331,48213174803,online_support,10/9/2020,19:24,,,,,technical_support,60,Makati,7
786481,14541563823,online_consultation,12/4/2020,23:06,,,,,medical_consultation,750,Manila,11
619133,23227281464,online_shopping,11/10/2020,20:18,,,,,lazada,150,Pasay,12
535783,30946935794,facebook,12/2/2020,2:50,0:11:35,,,,facebook.com,1000,Malabon,12
252552,59028007563,online_game,6/1/2020,4:20,0:55:52,,,,game b,500,Malabon,1
257296,99127659523,online_support,3/16/2020,23:19,0:03:53,,,,technical_support,90,Paranaque,8
643618,27389468931,load,4/19/2020,9:17,0:55:44,,GoSakto70,150,loading,,Muntinlupa,11
850451,92357034110,load,9/13/2020,18:31,0:51:44,,GoSakto50,100,loading,,Paranaque,16
240860,30719408045,load,5/29/2020,18:47,0:59:52,,GoSakto50,10,loading,,Pasay,12
765286,43680487001,facebook,10/5/2020,13:17,0:32:13,,,,facebook.com,1000,Taguig,12
241740,72029622734,online_support,12/16/2020,18:04,0:58:23,,,,finance_support,60,Taguig,12
625333,18537175457,call,3/2/2020,20:47,0:52:30,,,,68421519639,60,Navotas,6
822342,29384616134,online_support,2/12/2020,0:43,0:09:39,,,,finance_support,30,Quezon City,13
437564,83817266218,text,9/7/2020,10:21,0:46:59,68,,,16217053415,0.57,Navotas,11
592364,43966500365,twitter,12/30/2020,10:34,0:44:58,,,,twitter.com,1250,Pasay,12
533868,19631489391,text,8/28/2020,1:28,0:36:25,234,,,64817044184,1.84,Pasig,8
309962,20557192139,youtube,5/22/2020,13:44,0:56:54,,,,youtube.com,1000,Malabon,8
608914,17431865390,twitter,7/11/2020,11:18,0:21:58,,,,twitter.com,500,Pasig,9
856770,71351281984,twitter,12/23/2020,19:45,0:31:11,,,,twitter.com,1250,Pasig,14
659813,57074074074,online_game,11/21/2020,21:46,0:23:58,,,,game b,2000,Pasay,3
815657,86107799348,online_shopping,9/11/2020,7:51,,,,,lazada,300,Pasig,12
234312,79239411536,online_game,4/3/2020,22:38,0:12:49,,,,game b,1500,Muntinlupa,14
618709,53313964650,text,5/3/2020,8:29,,98,,,82593795334,0.77,Caloocan,3
283114,60422954556,online_support,2/9/2020,12:25,0:59:12,,,,technical_support,30,Las Pinas,16
220023,75792890599,twitter,10/31/2020,4:10,0:13:28,,,,twitter.com,500,San Juan,9
511784,99026903325,online_game,12/4/2020,23:57,0:37:52,,,,game b,500,Pasig,14
551321,78567426430,call,8/11/2020,13:50,0:00:17,,,,78780339812,80,Muntinlupa,13
930591,10992816024,youtube,7/5/2020,4:24,0:47:34,,,,youtube.com,2000,Mandaluyong,1
988468,92878370397,youtube,10/2/2020,11:25,0:13:41,,,,youtube.com,5000,Navotas,9
277930,32928916409,youtube,2/2/2020,9:31,0:58:58,,,,youtube.com,3000,Marikina,3
856181,19197821554,youtube,3/7/2020,18:37,0:15:30,,,,youtube.com,4000,Quezon City,4
691739,65290626689,facebook,10/18/2020,15:08,0:47:24,,,,facebook.com,250,Muntinlupa,8
361827,69214231896,facebook,9/12/2020,0:56,0:26:51,,,,facebook.com,750,Paranaque,6
867363,26030823297,call,7/15/2020,22:31,0:41:52,,,,16320083532,60,Navotas,7
953188,55143342226,online_shopping,2/16/2020,16:05,0:59:50,,,,lazada,750,Quezon City,13
658225,12774400765,twitter,4/5/2020,21:24,0:53:33,,,,twitter.com,500,Malabon,10
423794,38264295021,online_support,3/25/2020,2:51,0:25:45,,,,technical_support,60,Quezon City,15
774780,12457191390,youtube,6/30/2020,3:26,,,,,youtube.com,4000,Makati,8
403085,92233422841,load,7/25/2020,19:07,0:05:40,,GoSakto70,10,loading,,Valenzuela,5
950978,39893967002,online_consultation,6/30/2020,10:06,0:54:16,,,,school_consultation,450,Valenzuela,5
519014,25576178332,load,11/24/2020,0:22,0:12:11,,GoSakto70,50,loading,,Marikina,15
936926,70310149997,text,6/22/2020,9:53,0:13:39,50,,,30394624907,0.41,Manila,15
782994,86754420960,facebook,8/8/2020,12:56,0:08:20,,,,facebook.com,250,Muntinlupa,3
910701,63196988288,youtube,8/14/2020,11:25,0:48:25,,,,youtube.com,2000,Las Pinas,16
935952,85911780721,youtube,1/7/2020,18:05,0:08:20,,,,youtube.com,5000,Taguig,7
134389,32980423294,text,8/13/2020,21:09,0:14:37,143,,,53791970053,1.14,Marikina,13
362425,85556406213,facebook,7/4/2020,22:53,0:26:31,,,,facebook.com,1000,Marikina,8
225632,93521609492,online_consultation,1/17/2020,15:34,,,,,technical_consultation,750,Malabon,16
961588,22890723265,youtube,1/18/2020,13:21,0:23:29,,,,youtube.com,5000,Las Pinas,1
634704,63923633025,text,10/2/2020,0:18,0:51:16,201,,,25270393991,1.59,San Juan,15
914822,19867042933,online_shopping,7/17/2020,5:52,0:31:30,,,,shopee,300,Valenzuela,1
220602,79710378676,online_support,3/9/2020,14:51,0:18:35,,,,technical_support,90,Manila,8
220132,13191160533,bank,6/1/2020,9:50,0:31:22,,,,bpi,100,Marikina,6
114569,30927065859,twitter,3/12/2020,14:51,0:53:27,,,,twitter.com,500,Manila,12
720437,28607879801,online_game,2/12/2020,0:43,0:00:35,,,,game b,2000,San Juan,4
315909,96689666642,text,12/1/2020,10:23,,58,,,91341313444,0.46,Manila,3
254334,77393204664,facebook,1/12/2020,16:39,0:19:48,,,,facebook.com,750,Manila,8
463400,95167640707,online_game,8/1/2020,6:28,0:57:31,,,,game a,1500,Marikina,10
513556,49886782441,bank,12/8/2020,5:07,0:57:57,,,,bpi,250,Pasay,2
255935,80810314707,online_consultation,2/27/2020,19:52,0:54:22,,,,medical_consultation,300,Malabon,8
802061,60185564533,load,6/22/2020,3:47,0:13:23,,Regular Load,100,loading,,Paranaque,16
859794,61955311855,load,9/20/2020,17:05,0:56:31,,GoSakto70,5,loading,,Mandaluyong,5
203956,36345419258,online_shopping,2/1/2020,7:25,0:16:51,,,,lazada,300,Navotas,6
318711,33714082029,online_shopping,6/13/2020,0:26,0:52:25,,,,lazada,450,Las Pinas,4
859109,22172587754,call,2/8/2020,16:50,0:07:51,,,,91166889923,100,San Juan,5
499132,45033406300,call,2/28/2020,11:40,0:19:55,,,,92764102604,60,Mandaluyong,6
556579,58930701454,load,5/4/2020,11:53,,,GoSakto90,5,loading,,Caloocan,14
196401,39581964434,online_game,1/28/2020,15:40,0:22:47,,,,game b,500,Malabon,6
216359,25099067017,facebook,1/12/2020,4:30,0:52:15,,,,facebook.com,750,Malabon,16
683359,14441124990,load,11/2/2020,2:31,0:17:23,,Regular Load,50,loading,,Malabon,6
436401,96071562356,online_consultation,6/3/2020,6:34,0:30:13,,,,technical_consultation,450,Marikina,4
279846,38826850497,online_shopping,9/12/2020,18:21,,,,,shopee,750,Las Pinas,3
433197,20701661595,bank,12/16/2020,16:08,,,,,bpi,150,Makati,5
913898,93317099729,call,2/14/2020,8:27,0:23:23,,,,24163823294,60,Las Pinas,6
106513,62561618756,online_shopping,11/5/2020,17:12,,,,,lazada,750,Valenzuela,12
531687,96978791838,text,1/4/2020,9:35,0:29:43,73,,,36224743643,0.59,Muntinlupa,1
842736,44221404577,load,5/1/2020,19:13,0:46:44,,GoSakto50,5,loading,,Quezon City,7
559513,34862102321,text,3/3/2020,9:39,0:01:52,85,,,70278789320,0.67,Paranaque,3
392673,65762727419,online_shopping,10/1/2020,6:14,0:13:31,,,,shopee,150,Manila,4
366622,67103119281,bank,10/24/2020,23:08,,,,,bdo,200,Muntinlupa,2
683435,21269616699,bank,8/13/2020,6:10,0:10:12,,,,bpi,100,Muntinlupa,4
732810,35078386064,online_shopping,6/23/2020,1:42,0:47:35,,,,lazada,150,Manila,3
580250,28974180918,load,4/13/2020,11:06,0:40:36,,GoSakto90,20,loading,,Malabon,12
927263,63403362762,load,6/8/2020,23:25,,,GoSakto50,10,loading,,Malabon,2
393426,66159988041,facebook,12/1/2020,19:50,0:58:41,,,,facebook.com,250,Navotas,5
749815,69288012408,call,1/20/2020,13:00,0:02:54,,,,10545662464,20,Pasay,4
761811,53700352063,online_support,7/15/2020,5:20,,,,,technical_support,30,Taguig,16
685048,93842999113,load,9/28/2020,22:25,0:27:43,,Regular Load,10,loading,,Malabon,11
206651,76357761221,twitter,5/5/2020,13:40,0:09:14,,,,twitter.com,250,Paranaque,3
633846,61675349742,facebook,3/15/2020,1:06,0:15:52,,,,facebook.com,1000,Navotas,4
863529,53230230591,online_shopping,7/26/2020,16:37,0:40:18,,,,lazada,600,Caloocan,16
833238,76027871143,call,11/20/2020,16:48,,,,,20701661595,100,Makati,7
494380,98316802635,youtube,11/8/2020,15:18,0:56:24,,,,youtube.com,2000,Pasay,9
688185,71660633014,youtube,6/4/2020,8:55,0:21:11,,,,youtube.com,3000,San Juan,11
455951,96234549717,youtube,6/2/2020,7:36,0:03:50,,,,youtube.com,3000,Muntinlupa,8
848051,64514077552,youtube,3/14/2020,12:10,0:20:57,,,,youtube.com,2000,Paranaque,6
268143,32862671886,online_consultation,3/23/2020,11:01,0:52:42,,,,medical_consultation,750,Navotas,16
217845,46196822770,online_support,7/26/2020,20:33,0:12:35,,,,technical_support,90,Caloocan,5
792424,19117751173,facebook,7/7/2020,10:43,0:35:48,,,,facebook.com,750,Paranaque,7
711515,69395526677,load,5/8/2020,12:20,0:28:20,,Regular Load,200,loading,,Malabon,2
546845,76624860359,facebook,1/24/2020,11:59,0:44:26,,,,facebook.com,750,Malabon,13
556169,76238945505,bank,8/11/2020,19:22,,,,,bdo,250,Marikina,7
947887,68421519639,online_support,4/10/2020,7:26,,,,,technical_support,60,Valenzuela,6
138563,81671170900,bank,7/25/2020,16:57,0:44:19,,,,bdo,250,Navotas,1
664779,20367746776,bank,4/12/2020,18:55,0:52:21,,,,bpi,150,Paranaque,3
459890,35364379155,online_shopping,11/10/2020,6:36,0:12:56,,,,shopee,600,Las Pinas,10
777520,58443986190,youtube,9/15/2020,15:51,0:34:17,,,,youtube.com,4000,Muntinlupa,5
556685,41725514108,facebook,3/12/2020,22:18,0:36:39,,,,facebook.com,750,Malabon,11
221650,84335999000,online_shopping,11/25/2020,5:53,0:14:10,,,,shopee,600,San Juan,9
724911,50708965897,online_shopping,4/14/2020,17:41,0:11:49,,,,shopee,300,Malabon,5
601290,98120467518,bank,8/6/2020,12:20,0:52:30,,,,bpi,250,Marikina,13
903173,18222972976,load,2/23/2020,21:05,0:01:47,,GoSakto70,150,loading,,Makati,8
646826,54195674004,call,9/3/2020,21:46,0:18:31,,,,92302322737,60,Las Pinas,15
183768,49462681501,online_consultation,9/5/2020,1:40,0:56:35,,,,medical_consultation,600,Taguig,2
744494,66018982624,youtube,9/15/2020,13:01,0:49:13,,,,youtube.com,3000,Taguig,9
426220,45497025224,online_consultation,12/22/2020,21:00,0:42:46,,,,technical_consultation,300,Malabon,13
156411,39013857910,online_consultation,6/22/2020,3:41,0:21:21,,,,medical_consultation,750,Muntinlupa,2
253282,99048942618,call,6/24/2020,10:02,,,,,86422653451,100,Pasig,9
819245,94707235948,twitter,9/20/2020,2:40,0:01:27,,,,twitter.com,1250,Valenzuela,6
372461,66301463902,facebook,12/24/2020,5:46,,,,,facebook.com,1250,Muntinlupa,1
294760,38752645905,twitter,5/6/2020,8:33,0:22:27,,,,twitter.com,1000,Pasig,7
803523,14592125044,twitter,8/19/2020,6:33,0:12:42,,,,twitter.com,500,Taguig,7
467826,62779781539,facebook,4/23/2020,5:20,0:35:17,,,,facebook.com,500,Marikina,3
541104,74533762186,online_support,2/27/2020,5:39,0:38:53,,,,finance_support,120,Manila,16
517687,80326847987,text,6/22/2020,11:49,,198,,,69687558048,1.59,Mandaluyong,7
223175,96368287002,twitter,4/29/2020,16:49,0:47:17,,,,twitter.com,1000,Caloocan,9
159577,42494988061,twitter,1/13/2020,14:17,0:44:35,,,,twitter.com,250,Pasay,2
741526,61726427654,text,2/3/2020,23:37,0:22:42,201,,,90293112296,1.59,Quezon City,4
270059,40557442090,bank,8/14/2020,22:23,,,,,bdo,150,Muntinlupa,15
566322,51407300541,text,6/25/2020,20:53,0:26:39,177,,,16964885131,1.39,Paranaque,14
722520,21925251951,youtube,5/20/2020,2:44,0:23:34,,,,youtube.com,5000,Valenzuela,8
212834,43605822370,call,12/11/2020,1:07,0:24:17,,,,15428119891,60,Navotas,2
782867,21780258484,online_consultation,1/22/2020,15:45,0:58:37,,,,school_consultation,450,Marikina,4
774332,15917425512,youtube,10/25/2020,17:48,0:09:50,,,,youtube.com,3000,Makati,8
485990,22744351637,bank,11/28/2020,2:12,0:51:30,,,,bpi,100,Marikina,10
541759,46197524235,online_consultation,7/5/2020,1:58,0:15:25,,,,school_consultation,750,Caloocan,11
490429,65188998684,online_shopping,11/24/2020,12:47,0:25:35,,,,shopee,600,Pasig,1
680568,28838142865,call,1/15/2020,19:18,0:33:39,,,,73662892448,60,Valenzuela,16
959453,61722109561,bank,12/19/2020,1:50,0:59:26,,,,bdo,250,Pasay,9
767354,71231637094,twitter,7/14/2020,1:08,,,,,twitter.com,1250,Taguig,7
653630,40418784668,youtube,6/19/2020,15:42,0:46:44,,,,youtube.com,1000,Taguig,14
793758,89897409306,bank,9/28/2020,17:33,0:21:49,,,,bdo,250,Marikina,15
888601,10335122024,online_support,10/11/2020,22:52,0:10:42,,,,technical_support,150,Caloocan,10
186969,85603569217,online_support,9/5/2020,20:33,0:55:27,,,,finance_support,120,Pasig,6
929774,89919358341,online_support,9/2/2020,15:54,,,,,finance_support,30,Muntinlupa,14
414040,37652413219,twitter,12/20/2020,1:51,0:25:25,,,,twitter.com,1250,Paranaque,4
506108,40089439995,online_support,1/17/2020,7:16,0:00:53,,,,finance_support,90,Navotas,12
350321,49980871034,twitter,6/15/2020,19:11,0:08:47,,,,twitter.com,1000,Malabon,14
729045,68494410851,twitter,7/2/2020,10:20,,,,,twitter.com,250,Valenzuela,3
942731,64675852714,twitter,11/14/2020,4:15,0:43:57,,,,twitter.com,1250,Makati,4
694589,34035632350,youtube,10/3/2020,4:02,0:43:49,,,,youtube.com,3000,Muntinlupa,11
337787,44192078931,online_shopping,9/5/2020,9:44,0:21:23,,,,lazada,300,Pasig,6
459076,44670804001,online_game,2/11/2020,0:24,,,,,game a,1000,Pasay,5
935310,16216948104,online_support,11/2/2020,22:11,,,,,technical_support,30,Las Pinas,12
124071,28350609272,online_support,9/23/2020,11:45,0:10:27,,,,technical_support,90,Paranaque,8
623264,52648938412,facebook,4/10/2020,6:21,0:52:59,,,,facebook.com,1250,Las Pinas,6
330185,63939980734,online_shopping,6/10/2020,3:09,0:18:11,,,,lazada,150,Manila,2
